"","GSM944864.30","GSM944836.26","GSM944857.29","GSM944843.27","GSM944840.7","GSM944833.6","GSM944861.10","GSM944854.9","GSM944835.21","GSM944842.22","GSM944856.24","GSM944849.23","GSM944852.4","GSM944859.5","GSM944831.1","GSM944845.3","GSM944844.32","GSM944858.34","GSM944851.33","GSM944865.35","GSM944841.12","GSM944862.15","GSM944848.13","GSM944834.11"
"1448936_at",7.93423146717369,8.04557768773023,7.9891388489387,8.98900175584131,8.3087698321404,7.98273902819131,8.10890226382119,8.99639924475185,8.6678174653997,8.00039915270095,8.02557114977192,8.19216462383996,8.4222812674058,8.44191647511927,7.89449447074779,7.9702369528309,9.00862704964418,8.33088883327403,8.31526687195794,7.91166433551719,8.00104864277546,7.71318472077078,8.48625560352613,8.36926191286766
"1450964_a_at",9.47364434621718,9.28797205141348,9.39262648937126,9.9536061925169,9.30700141572499,9.07639496051415,9.66216384445893,11.0086771413543,10.0593275653568,8.94620444295095,9.31504932531117,9.51246446771327,9.74372418112798,9.64972560131123,9.24645855306137,9.18188339737644,9.75486161590557,9.74248143607474,9.54626687039899,9.25816602435631,9.14497158490544,8.91792769104193,9.57669691728072,9.70181208559234
"1435821_s_at",7.38569781542173,7.27255169415722,7.42598574627595,7.17869336387308,6.9966637617554,7.11013530942128,7.62389004773681,6.95427297361735,6.8706962283698,6.46230518992063,7.53314718459995,7.26276047178326,6.86395654903017,6.7143371868625,7.59580740349239,7.68483017654984,6.69232689040511,7.08260249994534,6.87350267964269,7.59644863928566,7.4370322677746,7.13941443869065,6.87732474828008,6.79075272555232
"1417300_at",7.15296640888723,7.12270810811025,6.94933044953356,9.61331598996783,9.46951438802769,7.24968666032918,7.06238872287956,9.93135552650844,9.77738996445757,6.52988612365537,7.27838039695273,7.96924195543298,10.0203658532266,9.35230748400145,7.4054939859752,7.43815688806231,8.52536626132865,9.2127699530547,6.80107246776713,7.1615392954487,7.60773664339307,7.81186005760147,9.37481898823921,8.76662554126369
"1456164_at",6.00296922862844,6.52357753180134,6.46883783238992,6.34185351098003,7.04991554662443,6.4986987228667,6.14602378650237,6.94937549061799,7.59478992278008,6.82256972564465,6.69859520448607,6.63285770099156,7.44166776894344,6.86835980554943,6.6512896213039,6.67925670056264,6.17451254065697,7.80345831071537,6.72435456491586,6.36939575588843,6.68188719892463,6.45266121593832,7.18841009770528,7.42910251035301
"1455196_s_at",7.30292213595537,7.17368372899138,6.98569970231286,6.52336604723852,6.60112934567583,6.81581845378751,7.50206935896389,7.20992289270939,6.68102684715087,6.02433915416758,6.99486936255942,7.11361199874458,6.50792015467468,6.37119667636473,7.04614450750616,6.91333855559271,6.20457743644285,6.23065723282003,6.56959936092602,7.44528697244438,7.14603571692688,7.06552443372706,6.72003653335755,6.81829202185965
"1423865_at",10.4947571388426,10.8331758382699,10.8026072410505,10.6019719264162,11.106982275357,10.7380113135879,10.4047055800084,11.4620582024378,10.9548433892631,11.4753424455911,10.2083784462815,10.8448966660393,11.2718746952998,11.117113994894,10.8061088907824,11.0332423122082,12.1844441157535,11.1817607218,11.380585415454,10.2473488708659,10.4696305190037,10.3435132542943,11.3868582873791,10.9936914521146
"1428243_at",7.43852635033978,7.51967687446478,7.17007139318056,6.23789632290823,6.73175474022182,7.03939077966333,7.68134913512368,6.70183108993754,6.7987326015233,6.86326952059124,7.35545106293115,7.30406093648708,6.81812412387345,6.85150402910912,7.34956655936741,7.14843488090892,6.92318939835437,6.85561488014852,7.08809314245058,7.61531916326629,7.20455703006496,7.23260605546668,6.77486765879469,6.76424276316925
"1441843_s_at",5.50516124990132,5.68902669761878,5.79580219330721,6.57894492781529,5.75325867346539,5.73980621754517,5.63176061363137,5.83674292329897,6.29270894331977,6.32291795299388,5.32346040706699,5.62269675447046,5.85594919058672,5.58295326783618,5.42792644544566,5.6196667625535,7.1513126206273,6.27609425283515,6.3492472559702,5.80095602930522,5.51316057425623,5.39316372548818,6.16754804566573,5.84378159526919
"1429766_at",6.46506815450844,6.82852675434623,6.51375743790106,6.98138371803613,7.08922700272121,6.91940999090712,6.47417933728784,7.43040971615047,7.00696956437252,7.49177097493947,6.66453640388701,6.9596541810973,7.31219167244359,7.0833464005932,6.68363016783351,7.16480958078722,7.60427790228748,7.30068253620518,7.13757241668804,6.88058174147618,6.84690074820699,6.70008608928707,7.15776338018598,7.01304288348996
"1444178_at",6.84898805639602,7.18858490487813,7.08423658546151,7.23542384741182,8.19138351245583,7.26684038630566,6.77991332792828,7.32219880529311,8.0613475884896,7.85632550422529,7.05606340450092,7.15339974884031,8.02464532995024,7.91368101449694,7.16595703675895,7.12183571143302,7.6469464633416,8.27685323843845,7.32258176089306,6.97415273020006,7.25059107888762,7.23870162888899,7.93792175239891,8.17624650423942
"1436524_at",6.1454155107136,6.02857529561622,6.05713189261059,6.05282984101447,5.42508886034378,5.99914559160492,6.60753893723115,6.3126142163001,5.81824416815474,5.49593615351062,6.17295531494387,6.15794841117716,5.70514198346708,5.76867551715181,6.02862049783306,6.16562178338226,5.71636017655645,5.68199552956137,5.86513013171347,6.35245880936275,6.24591429530753,5.97937594079592,5.54092277198849,5.60240749619406
"1457438_at",5.7871793044841,5.53577710153041,5.69218196571305,6.94060872078153,5.92044973338679,5.95937306411881,5.61459076169378,7.50100240251301,6.06174241598619,6.54344945107813,5.95207047665329,5.52386242846424,6.25024373534752,6.17481378282248,5.82214241169735,6.25944180939772,6.97612621170877,5.95024892734921,7.00193698142609,5.81393071883926,5.93599006683275,6.01032077676673,6.00473811042176,6.19097213134284
"1456393_at",8.75901412341062,8.80918512448401,9.05919798731267,9.21424757102125,7.8268294470191,8.50592751892762,9.23568519213657,7.55344375976839,7.60954640882039,7.74025864625397,8.61477283998503,8.87434068709912,7.30209048776528,7.62169713871191,8.92205163762239,9.17542455372538,8.26198389915449,7.4529960321616,8.54983769121818,8.8822949159553,8.95580210163106,8.85663257887288,7.6481010929325,7.77168206504252
"1445106_at",6.00202967351226,5.60458991710477,5.9030143714014,5.24228572012312,5.43389077143931,5.65417566457123,5.8973357043027,5.12594958728209,5.25100448605465,5.0758706704713,6.43211030850667,5.9716909808151,5.17541457516509,5.18371441331018,6.04301454543525,5.70784899458196,4.64304369932375,5.11421109967335,5.26176312327653,6.39911052280987,5.59775204159974,5.92465302771386,5.36391501456395,5.03446518120791
"1451077_at",5.98461951105717,5.62523096109525,6.04721512406866,5.99043854992926,5.35582322226412,5.82475952329221,6.12477141890424,5.02246524696747,5.26210007215474,4.92281840874941,6.03723813203883,5.76538123106044,5.4486355470111,5.50303406677872,6.06516457059489,5.92971946545434,5.16110343462158,5.26464505615102,5.30835877788544,6.19161209968266,5.92305177932881,5.79923742319801,5.07123529038982,5.22222215245781
"1436265_at",8.54847925320856,9.14062779753943,9.0241733792498,8.76220208586015,9.33608686236127,8.90679935421947,8.5658648820695,9.43138837670234,9.19206776491079,9.33622670005887,8.44155692956493,9.01261982824965,9.22339800759651,9.12719752749621,9.00544202806345,9.40757982685325,9.82167561178578,9.42259392376683,8.85804168964062,8.32749093807841,8.77582999517379,8.34223800550052,9.52795133120227,9.08249553013383
"1429583_at",4.32206151696251,4.25752229355571,4.55177527694353,5.30338283674509,4.81776379444881,4.63411317276064,4.27448741872473,4.80500237442852,4.53225912158122,4.39005126420987,4.52201972259209,4.01787394448151,4.62226011998063,4.91757609790102,4.11195654309133,4.13004997369674,5.27119991708518,4.93999624048775,4.78558827819778,4.28366611901306,4.2235396481248,4.49843748597361,4.96178255537508,4.64510218609765
"1439834_at",3.73135151891281,4.29701012398917,4.26494626827299,4.50520504557682,4.68300482469367,3.78141900532435,4.13300554833657,4.75071895973998,4.58484723169157,4.95716295430734,4.39438758535763,4.07764776192708,4.54108565348103,4.20561494022444,4.05447465364928,4.27096385529135,4.68152789845764,4.37127458917087,4.44808732538626,4.28653394610067,4.06244483025696,3.64356224739666,4.20293229253711,4.70540854021477
"1441070_at",8.20870397774689,8.49144816090227,8.56203569075415,8.40413916105275,8.8542336622715,8.33789209275828,8.34787761943368,8.49536508232002,8.90053365412323,8.78373617471785,8.24662216195641,8.38574686696736,9.03592457219223,8.7472665189404,8.45972917005177,8.87330229973847,9.23986466124346,8.89157848829208,8.60746782781743,8.0784805292093,8.47872788215758,8.16546896618826,9.03857111608136,8.78441730802784
"1440967_at",5.08749174592911,5.03869615203269,5.59444004781884,4.85249516059544,4.36915640400042,5.60533264330913,5.61456300452448,4.16428351507679,4.55849554672259,4.14142225025796,5.33861899764439,5.31105903870984,4.21688337071487,4.4033585805391,5.73270942496418,5.60431545439545,4.19442386095477,4.19623512731937,5.10184741006778,5.33066687048952,5.69119168739175,5.19890706955848,4.5395835496795,4.38532633897681
"1458609_at",8.02940398079735,8.19341472684134,7.91532300909766,8.54246259941341,8.55177430173476,8.26460609912819,7.19611709712498,7.61608664689835,8.63180548494926,8.15451415456581,7.93332464777007,6.48841385379811,8.38525629775777,8.53502830377837,7.84253370838346,7.09115585409929,8.29954734689463,7.42053480706213,8.04305790981923,7.77969111712927,8.6606207814269,8.55728858544347,8.26543461257244,8.31389589397173
"1422892_s_at",9.52102597697912,9.32126771231831,8.65775448069332,7.01179444250692,7.39302882557778,8.62315463921211,9.46999227942925,7.43632752462062,7.42687274299734,6.50141244589749,9.03590484126925,9.41665009142782,7.06655238751113,7.60079230483224,8.75970633451784,8.80206775528149,7.32701313249116,7.23519752532448,6.4646690991123,9.52594488550597,9.0899960664292,9.19265999405916,7.77058133825525,7.38287619890148
"1454193_at",8.41451198979627,8.14665020630472,8.30530219800614,7.99353786860149,9.4088814999871,8.8075601009952,7.83629033933629,8.05365435075036,9.25055308777896,9.11414009074717,8.91003196347827,8.120974377322,9.19338333579832,9.04938157246832,8.86749756086196,8.32883962643379,8.19900658313854,9.23659480597862,8.22281178573854,8.58871343116103,9.10315728489737,8.66641547798584,9.0506010047679,9.33209000086715
"1420342_at",6.63936564142697,6.53009294215016,6.54841188267903,7.93759900336171,7.47443611665785,6.29787565860305,6.89052890185503,8.82865408302441,8.24524336968421,6.36685349623715,6.85650001134678,6.46616800255593,7.58390356337342,7.57101517561545,6.51643254606986,6.75219063356955,6.95825855483574,7.9540034715294,6.64664922758577,6.85205106860187,6.73341089643421,6.74858428470878,7.98629664737884,6.85797583283364
"1430622_at",7.40143198968194,6.59251013078249,6.79316981553161,5.71586984690476,5.84201124056681,6.35085000775004,7.54865613214916,6.18923219534937,5.85681457695578,6.22825639868744,7.48486093476146,6.63546369341664,5.54191284039272,5.89973077652766,6.52997932167268,6.90222878400675,6.32412265914465,5.49538955125077,5.69052887337812,7.57719854978799,6.7685109263345,7.06406167806166,6.11263319814104,5.73541720368952
"1455014_at",6.49298827445119,6.17560981129911,6.09075545995759,5.66956380346627,5.4352319574913,6.34206412840879,6.65088687728092,6.02412431369052,5.69981856211203,5.87585908903907,6.71163758364879,6.0894599097378,5.79866572914392,5.57512403588931,6.51912557970885,6.31574034351641,5.5521754876633,5.86440479532982,6.0459828201453,6.6871297566885,6.42115356001414,6.16192728057074,5.69746603115837,5.50194334095839
"1426780_at",7.10252510118567,6.82956145913306,7.10804280654307,7.16930246979805,6.6273515557548,7.2608019910855,7.29682343276594,6.36853410432192,6.77098878868754,6.55837492321488,7.25423969925735,6.98615288051145,6.54646683757374,6.68682383104203,7.20907280980296,7.19211212027736,6.52846007775716,6.85100784134167,7.37798376087893,7.07198263650922,7.31126348905129,6.97914569659424,6.48433692863809,6.65127425193351
"1435795_at",5.91597706778774,5.90040175608191,5.8861302402671,5.52387701553509,5.73652084482139,6.10441029066481,6.11480616585335,5.5596100844925,5.58535970168235,5.24920099864108,6.36653778070289,5.76930534316228,5.53164247351684,5.81980496883656,6.23274036089294,6.01602402003429,5.70358406143489,5.87446101524518,5.53273337939413,6.21287905541569,6.01389399498334,6.0648179181263,5.72111647589956,5.52575428294409
"1448385_at",8.10736206132387,8.10144802423443,7.78251992894338,6.47259940596333,7.35322128759079,7.74641402387129,8.24717173611469,7.26468376083431,7.40574427068239,6.00072358020885,7.98067145618627,7.9439351897666,7.32712925591086,7.45742060514879,7.6243408436814,7.7069509063689,6.42397397240636,7.14043592680196,6.58289474561475,7.91127996856558,7.67880529970482,7.73316339730057,7.29320603048791,7.23918944243475
"1417707_at",8.36608005352684,8.18727383951294,8.31883677790216,7.12153089656518,7.48665605417141,8.19364807608456,8.63953165281299,8.16635771724595,7.72016598480518,6.90662359426443,8.49863318579359,8.53214730186533,7.66423778968874,7.67011836242125,8.48386350936457,8.370269666741,7.00501615384187,7.24406507479808,7.60324173054825,8.42946206400332,8.5003908625997,8.22343076410286,7.4493894546614,7.46650079040529
"1444537_at",5.67402915621819,5.44016157990065,5.89277058831806,6.23173635830644,6.29985733692785,5.62895462929062,5.62388869945877,6.26479811084686,6.53175582140395,6.18049869677403,5.83382983073682,5.8593051055948,6.28060467119697,6.29137739717073,5.55283270078983,5.73829449821339,6.44686909799436,6.6445357311323,6.15066353171066,5.68318530094428,5.53732392615169,5.61216012251658,6.23173635830644,6.45027022502
"1416532_at",8.05815626711819,7.80059929306264,7.77549620761675,7.14344191058935,7.19119098258186,7.9767870576856,8.38636966063456,8.1023475874407,7.49177179988447,7.12901210337065,8.07558109517044,7.82870577109975,7.35455786003745,7.47322597495957,8.02044759066971,8.18171135444786,6.81362093923315,7.34774603587413,7.41146505453988,8.0930210182982,7.82490414019059,7.79002846442742,7.25553676582325,7.36371205475099
"1438676_at",6.53904606416635,6.2449085098695,6.43223679489615,8.26805610940003,8.12835571022874,6.15035415000951,6.61541069727807,8.22476264691744,8.16737018251719,5.29671301128383,6.29287224828301,7.98408435001796,7.83185206218119,6.87772416915964,6.48561289015455,6.96759724646325,6.22307706838747,8.18710151803049,5.79245754231329,6.31789683536595,6.50887791649451,6.51325230625113,8.51422586026476,6.47122980342418
"1436161_at",7.09526518965109,6.86566906169945,6.90099663120438,5.19783029315299,6.5513036674079,6.67657524008211,7.13615831656583,6.28040199752945,6.12399305895358,6.31871417095391,6.91379292034307,6.69568991607813,6.15028859897021,6.06444271132025,6.83102904546179,6.95356601424224,6.32537710463474,6.24913413430088,5.86513013171347,6.87041023662904,6.96942653249098,6.76054461582267,6.37510443877628,6.13033195120291
"1443071_at",6.5479195003612,6.6830039339115,6.51436826922637,6.56519136700655,6.88683797694172,6.59600342944395,6.4634851605929,7.82461409230085,7.2932019139203,6.80454113672367,6.55093194704343,6.00426792003442,7.25602131990746,7.14880834275653,6.36756122008655,5.84774668223183,6.68602438396331,7.4470683946748,7.20811244374891,6.6745812352154,6.2938740320355,6.36561871023267,6.75126803066847,7.27563226937044
"1426781_at",4.99530115371343,5.03513441841412,4.8577284738072,3.88621861434705,4.54712537360606,4.8979484239085,5.12548553907685,4.35009235037113,4.62702635693386,4.1321357536249,4.9595557698472,5.30444812499001,4.52335450350082,4.68364398841924,4.83228992184989,5.07942643186831,4.27505246429834,4.57371867744635,4.34545187566491,4.8530023357264,4.65916658644671,4.682316431046,4.67333970092064,4.36222661837235
"1416414_at",5.66806197553118,5.80961934145444,6.38665256102649,6.416235053346,6.81502984454572,6.14789050223742,6.12317455236277,7.36572526637158,7.1947507679068,7.0249789902227,5.91373080578948,6.41828748224299,7.24060317776069,6.9504638467351,6.11073989551884,6.14435791023161,7.58862098392751,7.62426170308512,6.93122148223785,6.11073989551884,6.03585499144724,6.18264802362278,6.67363422977187,6.75898801978622
